Accession,Character,Source
EPI2507011,0,Accipitriformes
EPI2815781,4,Aves
EPI2193358,4,Aves
EPI1958073,A,Galliformes
EPI2613870,4,Aves
EPI2557255,5,Charadriiformes
EPI1998066,4,Aves
EPI2780418,4,Aves
EPI1938852,2,Anseriformes
EPI2666863,4,Aves
EPI2198444,A,Galliformes
EPI2751172,A,Galliformes
EPI2001604,A,Galliformes
EPI2305273,A,Galliformes
EPI2573965,4,Aves
EPI2782472,A,Galliformes
EPI2071648,A,Galliformes
EPI2606425,A,Galliformes
EPI3395116,4,Aves
EPI2856376,4,Aves
EPI2428565,4,Aves
EPI2742947,4,Aves
EPI3630663,6,Artiodactyla
EPI3302698,4,Aves
EPI2185445,4,Aves
EPI2139464,A,Galliformes
EPI3315464,4,Aves
EPI2815225,4,Aves
EPI3312882,4,Aves
EPI2702196,2,Anseriformes
EPI2743514,2,Anseriformes
EPI3462468,6,Artiodactyla
EPI2637116,4,Aves
EPI2456566,?,Galliformes
EPI2816120,M,mammal
EPI2788934,4,Aves
EPI3085065,A,Galliformes
EPI3255776,2,Anseriformes
EPI2616120,4,Aves
EPI2429002,4,Aves
EPI2191077,4,Aves
EPI2132986,4,Aves
EPI3317348,6,Artiodactyla
EPI3597182,6,Artiodactyla
EPI2119275,4,Aves
EPI2789174,4,Aves
EPI2208919,A,Galliformes
EPI2475715,2,Anseriformes
EPI1946170,4,Aves
EPI2712590,4,Aves
EPI2246616,4,Aves
EPI2071848,0,Accipitriformes
EPI2014993,2,Anseriformes
EPI3648423,6,Artiodactyla
EPI2780466,4,Aves
EPI1995256,2,Anseriformes
EPI2259327,4,Aves
EPI3447224,4,Aves
EPI2885656,A,Galliformes
EPI3351094,4,Aves
EPI3311058,4,Aves
EPI3637612,2,Anseriformes
EPI2856691,4,Aves
EPI3110227,4,Aves
EPI2559999,4,Aves
EPI3484632,4,Aves
EPI2576478,5,Charadriiformes
EPI3647455,2,Anseriformes
EPI3648991,6,Artiodactyla
EPI3306983,4,Aves
EPI3311106,4,Aves
EPI2220390,A,Galliformes
EPI3312458,4,Aves
EPI3403650,4,Aves
EPI2191447,4,Aves
EPI3323619,2,Anseriformes
EPI2188180,0,Accipitriformes
EPI3309200,4,Aves
EPI2711696,4,Aves
EPI1958725,A,Galliformes
EPI736644,A,Galliformes
EPI2191085,4,Aves
EPI3609559,4,Aves
EPI3053107,2,Anseriformes
EPI2259055,4,Aves
EPI2001620,A,Galliformes
EPI1967530,H,Falconiformes
EPI2771023,3,Animal
EPI2198236,A,Galliformes
EPI2429128,4,Aves
EPI2855854,4,Aves
EPI2730893,5,Charadriiformes
EPI2702646,2,Anseriformes
EPI2648189,A,Galliformes
EPI2035185,4,Aves
EPI2794092,5,Charadriiformes
EPI3298252,4,Aves
EPI3434362,4,Aves
EPI3382753,5,Charadriiformes
EPI2868255,M,mammal
EPI2182087,M,mammal
EPI2589878,A,Galliformes
EPI2613598,4,Aves
EPI2461868,4,Aves
EPI3462053,4,Aves
EPI3109145,K,Insect
EPI2247188,2,Anseriformes
EPI2711880,2,Anseriformes
EPI3315712,4,Aves
EPI3182951,4,Aves
EPI2752176,A,Galliformes
EPI2780490,4,Aves
EPI2699163,4,Aves
EPI3408650,6,Artiodactyla
EPI2587256,4,Aves
EPI3575242,A,Galliformes
EPI2114026,4,Aves
EPI1963881,2,Anseriformes
EPI1998170,4,Aves
EPI2640920,4,Aves
EPI3138086,2,Anseriformes
EPI2751836,A,Galliformes
EPI2505091,4,Aves
EPI2540364,A,Galliformes
EPI3433519,6,Artiodactyla
EPI2856886,4,Aves
EPI1941378,0,Accipitriformes
EPI2550363,A,Galliformes
EPI2139392,A,Galliformes
EPI2614054,4,Aves
EPI2885733,2,Anseriformes
EPI2576518,5,Charadriiformes
EPI3305760,4,Aves
EPI3209653,4,Aves
EPI2291579,4,Aves
EPI1966213,2,Anseriformes
EPI2260654,4,Aves
EPI2712831,2,Anseriformes
EPI2134246,4,Aves
EPI2611975,5,Charadriiformes
EPI2697566,5,Charadriiformes
EPI3307746,4,Aves
EPI3451438,2,Anseriformes
EPI3229808,2,Anseriformes
EPI2759051,4,Aves
EPI2436849,Q,Sphenisciformes
EPI3411332,M,mammal
EPI2653527,4,Aves
EPI2545164,4,Aves
EPI2613606,4,Aves
EPI2960173,4,Aves
EPI3631016,6,Artiodactyla
EPI3158602,4,Aves
EPI2648195,A,Galliformes
EPI2246913,0,Accipitriformes
EPI3409402,6,Artiodactyla
EPI2540632,4,Aves
EPI3306553,4,Aves
EPI3609701,4,Aves
EPI3303234,4,Aves
EPI2711107,2,Anseriformes
EPI538834,J,Primates
EPI3052628,4,Aves
EPI2506900,4,Aves
EPI3409201,6,Artiodactyla
EPI1998025,A,Galliformes
EPI3293636,4,Aves
EPI2278273,4,Aves
EPI2850934,A,Galliformes
EPI2428422,4,Aves
EPI2841874,F,Environment
EPI3298180,4,Aves
EPI2708693,4,Aves
EPI3352875,6,Artiodactyla
EPI3314498,4,Aves
EPI2274666,4,Aves
EPI2140099,A,Galliformes
EPI2185460,4,Aves
EPI3189302,2,Anseriformes
EPI2412874,4,Aves
EPI2886385,4,Aves
EPI2743522,4,Aves
EPI3312170,4,Aves
EPI2505899,4,Aves
EPI2780109,A,Galliformes
EPI2540400,4,Aves
EPI3493972,4,Aves
EPI2921496,M,mammal
EPI3054371,2,Anseriformes
EPI895435,6,Artiodactyla
EPI2562680,2,Anseriformes
EPI2468412,A,Galliformes
EPI1198920,2,Anseriformes
EPI2193388,4,Aves
EPI3280271,2,Anseriformes
EPI2589806,A,Galliformes
EPI2907093,H,Falconiformes
EPI3313346,4,Aves
EPI2219866,0,Accipitriformes
EPI3651294,A,Galliformes
EPI2505480,2,Anseriformes
EPI2794186,F,Environment
EPI2100271,2,Anseriformes
EPI2530127,4,Aves
EPI2667792,4,Aves
EPI2884776,A,Galliformes
EPI1998306,A,Galliformes
EPI3567870,2,Anseriformes
EPI2198188,A,Galliformes
EPI2703824,2,Anseriformes
EPI3304784,4,Aves
EPI2437555,M,mammal
EPI1980556,2,Anseriformes
EPI3261955,6,Artiodactyla
EPI2200557,A,Galliformes
EPI2232738,2,Anseriformes
EPI3303058,4,Aves
EPI1943857,A,Galliformes
EPI3416773,4,Aves
EPI3323472,0,Accipitriformes
EPI3462125,4,Aves
EPI2540323,M,mammal
EPI2576470,5,Charadriiformes
EPI2752224,2,Anseriformes
EPI2141832,A,Galliformes
EPI2120783,2,Anseriformes
EPI2236720,M,mammal
EPI2666831,4,Aves
EPI2704237,2,Anseriformes
EPI3310865,4,Aves
EPI3416757,4,Aves
EPI2510256,5,Charadriiformes
EPI2712499,4,Aves
EPI2185360,4,Aves
EPI2412813,0,Accipitriformes
EPI2231263,2,Anseriformes
EPI3305632,4,Aves
EPI2631728,5,Charadriiformes
EPI2071152,2,Anseriformes
EPI338789,A,Galliformes
EPI2856168,4,Aves
EPI1961993,A,Galliformes
EPI2202327,0,Accipitriformes
EPI2584891,4,Aves
EPI1941442,2,Anseriformes
EPI2198428,A,Galliformes
EPI2140075,A,Galliformes
EPI2082781,4,Aves
EPI3649214,6,Artiodactyla
EPI2552817,5,Charadriiformes
EPI1944397,A,Galliformes
EPI2666751,4,Aves
EPI2885182,A,Galliformes
EPI2536852,2,Anseriformes
EPI2666988,2,Anseriformes
EPI2648188,2,Anseriformes
EPI3093167,2,Anseriformes
EPI1981004,M,mammal
EPI2671376,4,Aves
EPI2071864,0,Accipitriformes
EPI3315896,4,Aves
EPI2475207,4,Aves
EPI2743155,4,Aves
EPI2744798,4,Aves
EPI2742515,F,Environment
EPI2906856,A,Galliformes
EPI2755636,M,mammal
EPI3305272,4,Aves
EPI3041257,0,Accipitriformes
EPI2208935,A,Galliformes
EPI2219655,H,Falconiformes
EPI2278209,4,Aves
EPI2702961,2,Anseriformes
EPI2895479,4,Aves
EPI3434418,4,Aves
EPI3391780,4,Aves
EPI1980932,2,Anseriformes
EPI2139983,A,Galliformes
EPI2510232,A,Galliformes
EPI3408665,6,Artiodactyla
EPI2109935,4,Aves
EPI1962057,A,Galliformes
EPI2742971,F,Environment
EPI2246905,0,Accipitriformes
EPI3487446,A,Galliformes
EPI2176439,0,Accipitriformes
EPI2071080,2,Anseriformes
EPI2277825,4,Aves
EPI3182761,4,Aves
EPI2614174,4,Aves
EPI2705648,4,Aves
EPI2540624,4,Aves
EPI2456417,?,Galliformes
EPI2161530,A,Galliformes
EPI2176455,?,Galliformes
EPI2540348,4,Aves
EPI3631422,4,Aves
EPI2463558,2,Anseriformes
EPI2182103,M,mammal
EPI3555210,4,Aves
EPI2259031,4,Aves
EPI2788366,4,Aves
EPI3411686,6,Artiodactyla
EPI1928255,A,Galliformes
EPI2310036,4,Aves
EPI2540289,A,Galliformes
EPI2176136,A,Galliformes
EPI3310572,4,Aves
EPI3571270,6,Artiodactyla
EPI3305096,4,Aves
EPI1983209,5,Charadriiformes
EPI2300548,A,Galliformes
EPI2603463,4,Aves
EPI3309760,4,Aves
EPI2742731,4,Aves
EPI3116473,4,Aves
EPI2870234,4,Aves
EPI3596097,2,Anseriformes
EPI2455081,A,Galliformes
EPI2455129,A,Galliformes
EPI2886230,A,Galliformes
EPI2062116,2,Anseriformes
EPI2641080,3,Animal
EPI2713019,4,Aves
EPI2133494,4,Aves
EPI2233106,A,Galliformes
EPI2176408,2,Anseriformes
EPI2856551,4,Aves
EPI2857251,4,Aves
EPI2181531,A,Galliformes
EPI2709177,0,Accipitriformes
EPI2745266,9,Suliformes
EPI2742659,2,Anseriformes
EPI2930726,A,Galliformes
EPI2709433,4,Aves
EPI2856052,4,Aves
EPI3651402,4,Aves
EPI2576422,2,Anseriformes
EPI2745290,4,Aves
EPI3648319,6,Artiodactyla
EPI2014165,4,Aves
EPI3229741,M,mammal
EPI2509883,M,mammal
EPI2398387,A,Galliformes
EPI2198420,A,Galliformes
EPI2764342,M,mammal
EPI3614430,A,Galliformes
EPI2497105,2,Anseriformes
EPI3306497,4,Aves
EPI3304592,4,Aves
EPI3310356,4,Aves
EPI2198148,A,Galliformes
EPI2611366,8,Carnivora
EPI2794515,2,Anseriformes
EPI3335927,4,Aves
EPI1848940,A,Galliformes
EPI2089006,4,Aves
EPI2909437,2,Anseriformes
EPI2576622,4,Aves
EPI2100179,A,Galliformes
EPI2872887,A,Galliformes
EPI2456440,?,Galliformes
EPI2873742,4,Aves
EPI2669532,3,Animal
EPI2540752,4,Aves
EPI3313418,4,Aves
EPI2507042,4,Aves
EPI3411564,6,Artiodactyla
EPI2960197,4,Aves
EPI2014969,2,Anseriformes
EPI2648247,5,Charadriiformes
EPI2789446,F,Environment
EPI3093231,2,Anseriformes
EPI2873708,4,Aves
EPI2701038,4,Aves
EPI3323587,2,Anseriformes
EPI2841547,H,Falconiformes
EPI2760294,M,mammal
EPI2162138,?,Galliformes
EPI1937639,2,Anseriformes
EPI2429303,4,Aves
EPI2350475,A,Galliformes
EPI2246544,4,Aves
EPI2429250,4,Aves
EPI2641479,M,mammal
EPI2712256,4,Aves
EPI2246973,A,Galliformes
EPI2764286,2,Anseriformes
EPI3302946,4,Aves
EPI2873343,4,Aves
EPI2461873,4,Aves
EPI1994474,5,Charadriiformes
EPI2530055,4,Aves
EPI2900140,4,Aves
EPI3304768,4,Aves
EPI3261883,6,Artiodactyla
EPI2745868,2,Anseriformes
EPI1957985,A,Galliformes
EPI3309000,4,Aves
EPI1988045,2,Anseriformes
EPI2497137,4,Aves
EPI3311914,4,Aves
EPI2475707,2,Anseriformes
EPI3259652,4,Aves
EPI2236696,M,mammal
EPI2744762,5,Charadriiformes
EPI2665315,4,Aves
EPI2707577,0,Accipitriformes
EPI3509679,4,Aves
EPI2721965,A,Galliformes
EPI2140139,A,Galliformes
EPI2311407,4,Aves
EPI2259079,4,Aves
EPI3093207,A,Galliformes
EPI2176012,A,Galliformes
EPI2015025,2,Anseriformes
EPI2614246,4,Aves
EPI3307515,4,Aves
EPI3310201,4,Aves
EPI3299228,4,Aves
EPI2754240,4,Aves
EPI3303666,4,Aves
EPI3311290,4,Aves
EPI3625327,6,Artiodactyla
EPI2704150,2,Anseriformes
EPI3651338,4,Aves
EPI2158616,M,mammal
EPI2870290,4,Aves
EPI2140790,A,Galliformes
EPI2509907,M,mammal
EPI1963873,2,Anseriformes
EPI3528378,4,Aves
EPI2747698,A,Galliformes
EPI2614286,4,Aves
EPI2074532,4,Aves
EPI3312858,M,mammal
EPI2609423,4,Aves
EPI3017947,A,Galliformes
EPI2850419,2,Anseriformes
EPI2219646,4,Aves
EPI2089038,4,Aves
EPI3489504,M,mammal
EPI3631272,A,Galliformes
EPI3462762,6,Artiodactyla
EPI2873447,4,Aves
EPI2141400,A,Galliformes
EPI2114010,4,Aves
EPI2648157,2,Anseriformes
EPI3555217,A,Galliformes
EPI3309656,4,Aves
EPI1995140,4,Aves
EPI2812581,4,Aves
EPI2841611,4,Aves
EPI2200549,2,Anseriformes
EPI2506932,4,Aves
EPI2944587,5,Charadriiformes
EPI2869764,4,Aves
EPI1930834,A,Galliformes
EPI2614582,4,Aves
EPI3093119,2,Anseriformes
EPI2122825,5,Charadriiformes
EPI2178131,9,Suliformes
EPI2559991,4,Aves
EPI1945219,4,Aves
EPI2635188,5,Charadriiformes
EPI2071384,2,Anseriformes
EPI2792750,A,Galliformes
EPI2794121,M,mammal
EPI3299108,4,Aves
EPI2412729,2,Anseriformes
EPI2641527,4,Aves
EPI2413764,2,Anseriformes
EPI3298916,4,Aves
EPI2780754,4,Aves
EPI3310676,4,Aves
EPI2841682,5,Charadriiformes
EPI2702878,2,Anseriformes
EPI2140007,A,Galliformes
EPI2132605,A,Galliformes
EPI1859937,2,Anseriformes
EPI2198756,2,Anseriformes
EPI2510224,A,Galliformes
EPI2589798,5,Charadriiformes
EPI2913263,5,Charadriiformes
EPI2770879,3,Animal
EPI3567247,4,Aves
EPI2842856,4,Aves
EPI3609440,2,Anseriformes
EPI2291622,4,Aves
EPI2306709,A,Galliformes
EPI3305312,4,Aves
EPI2710156,4,Aves
EPI1980637,A,Galliformes
EPI3596941,2,Anseriformes
EPI2747794,A,Galliformes
EPI3488395,4,Aves
EPI2613734,4,Aves
EPI3605545,4,Aves
EPI2703452,2,Anseriformes
EPI2906118,4,Aves
EPI687311,A,Galliformes
EPI2711964,2,Anseriformes
EPI2300499,A,Galliformes
EPI2780706,4,Aves
EPI2236768,M,mammal
EPI2428794,4,Aves
EPI2930789,2,Anseriformes
EPI3323432,0,Accipitriformes
EPI3488331,5,Charadriiformes
EPI2011640,2,Anseriformes
EPI2497113,4,Aves
EPI3637870,J,Primates
EPI2614406,4,Aves
EPI3351182,4,Aves
EPI2743466,2,Anseriformes
EPI3303818,4,Aves
EPI2703632,2,Anseriformes
EPI2913258,5,Charadriiformes
EPI3313354,4,Aves
EPI3316623,4,Aves
EPI2906110,4,Aves
EPI3493948,4,Aves
EPI2072176,4,Aves
EPI3052932,2,Anseriformes
EPI2263931,4,Aves
EPI590116,A,Galliformes
EPI2870250,4,Aves
EPI2071208,A,Galliformes
EPI3305072,4,Aves
EPI2530095,4,Aves
EPI3605387,4,Aves
EPI1945485,4,Aves
EPI1945381,4,Aves
EPI2181360,A,Galliformes
EPI3555237,A,Galliformes
EPI2861340,5,Charadriiformes
EPI3568657,2,Anseriformes
EPI3062963,2,Anseriformes
EPI3605513,4,Aves
EPI3302634,4,Aves
EPI1950431,4,Aves
EPI3528010,4,Aves
EPI2487397,3,Animal
EPI2703872,2,Anseriformes
EPI3358604,4,Aves
EPI2841866,F,Environment
EPI3277549,4,Aves
EPI2707759,0,Accipitriformes
EPI2752096,A,Galliformes
EPI3313618,4,Aves
EPI2147710,A,Galliformes
EPI2702551,2,Anseriformes
EPI3324598,C,Passeriformes
EPI3311429,4,Aves
EPI2082765,4,Aves
EPI1997262,2,Anseriformes
EPI2788822,4,Aves
EPI2352681,2,Anseriformes
EPI2187561,2,Anseriformes
EPI3277565,4,Aves
EPI2671424,4,Aves
EPI2506474,A,Galliformes
EPI2788998,4,Aves
EPI3313282,4,Aves
EPI2930749,2,Anseriformes
EPI2764302,5,Charadriiformes
EPI3316783,4,Aves
EPI2641487,4,Aves
EPI3630857,6,Artiodactyla
EPI2236744,M,mammal
EPI2072024,2,Anseriformes
EPI2246744,4,Aves
EPI2855800,4,Aves
EPI2067386,4,Aves
EPI2574110,4,Aves
EPI2560175,5,Charadriiformes
EPI3328495,4,Aves
EPI3309800,4,Aves
EPI2120767,4,Aves
EPI2427789,4,Aves
EPI2703913,4,Aves
EPI2398419,M,mammal
EPI2917729,M,mammal
EPI2784281,4,Aves
EPI1987234,M,mammal
EPI2134073,A,Galliformes
EPI2742755,4,Aves
EPI2886042,D,Corvidae
EPI2857114,4,Aves
EPI2648210,5,Charadriiformes
EPI2609133,A,Galliformes
EPI2703797,4,Aves
EPI3303690,4,Aves
EPI2311447,2,Anseriformes
EPI2635252,4,Aves
EPI3259636,4,Aves
EPI3260033,6,Artiodactyla
EPI2816035,A,Galliformes
EPI3446778,6,Artiodactyla
EPI504981,A,Galliformes
EPI2082821,5,Charadriiformes
EPI3320709,4,Aves
EPI2909445,2,Anseriformes
EPI2868713,4,Aves
EPI2751492,A,Galliformes
EPI1943038,A,Galliformes
EPI2082741,4,Aves
EPI2506892,4,Aves
EPI2609696,2,Anseriformes
EPI2122868,4,Aves
EPI2788302,4,Aves
EPI2885352,A,Galliformes
EPI2751732,A,Galliformes
EPI2072120,A,Galliformes
EPI2640967,4,Aves
EPI3050254,2,Anseriformes
EPI1963889,2,Anseriformes
EPI3571114,4,Aves
EPI2671526,2,Anseriformes
EPI2957682,4,Aves
EPI3567327,4,Aves
EPI3418363,6,Artiodactyla
EPI2102578,4,Aves
EPI2856449,4,Aves
EPI3631000,6,Artiodactyla
EPI2412725,4,Aves
EPI2293024,4,Aves
EPI2507074,2,Anseriformes
EPI2872815,A,Galliformes
EPI3604262,6,Artiodactyla
EPI2712129,2,Anseriformes
EPI2697694,5,Charadriiformes
EPI2530103,4,Aves
EPI2666871,A,Galliformes
EPI2292960,4,Aves
EPI2260510,4,Aves
EPI1942302,2,Anseriformes
EPI2704666,2,Anseriformes
EPI2131833,5,Charadriiformes
EPI2500057,A,Galliformes
EPI2702140,2,Anseriformes
EPI2782552,4,Aves
EPI2712778,4,Aves
EPI2310458,2,Anseriformes
EPI3050034,2,Anseriformes
EPI2139624,A,Galliformes
EPI3222676,4,Aves
EPI2808018,A,Galliformes
EPI837144,4,Aves
EPI3052636,4,Aves
EPI2710996,2,Anseriformes
EPI2420119,4,Aves
EPI2857282,4,Aves
EPI2236495,M,mammal
EPI2707323,0,Accipitriformes
EPI2461864,4,Aves
EPI2710410,2,Anseriformes
EPI2930829,2,Anseriformes
EPI3052452,4,Aves
EPI2795082,4,Aves
EPI2552801,5,Charadriiformes
EPI2128886,4,Aves
EPI2921537,0,Accipitriformes
EPI2712638,4,Aves
EPI2278337,A,Galliformes
EPI2455121,A,Galliformes
EPI2314380,2,Anseriformes
EPI286380,2,Anseriformes
EPI2176514,0,Accipitriformes
EPI3395076,4,Aves
EPI2506827,M,mammal
EPI2671510,5,Charadriiformes
EPI3604879,4,Aves
EPI2525936,2,Anseriformes
EPI2475231,4,Aves
EPI2198372,A,Galliformes
EPI2428838,4,Aves
EPI1967538,2,Anseriformes
EPI3182705,4,Aves
EPI2167255,A,Galliformes
EPI3320621,4,Aves
EPI3528082,4,Aves
EPI3649667,A,Galliformes
EPI2841713,5,Charadriiformes
EPI2341231,A,Galliformes
EPI3313338,4,Aves
EPI3309144,4,Aves
EPI3305888,4,Aves
EPI3528314,4,Aves
EPI2711439,4,Aves
EPI2886010,D,Corvidae
EPI3304328,4,Aves
EPI2507066,4,Aves
EPI1930115,2,Anseriformes
EPI3313410,4,Aves
EPI2072264,A,Galliformes
EPI3093135,2,Anseriformes
EPI2856694,4,Aves
EPI2298221,4,Aves
EPI2536854,2,Anseriformes
EPI3320893,4,Aves
EPI2281633,4,Aves
EPI2527985,2,Anseriformes
EPI2009967,0,Accipitriformes
EPI2648205,2,Anseriformes
EPI1967025,4,Aves
EPI2259595,A,Galliformes
EPI2133486,4,Aves
EPI2428256,4,Aves
EPI3312538,4,Aves
EPI3305960,4,Aves
EPI104778,A,Galliformes
EPI2208346,4,Aves
EPI2198156,A,Galliformes
EPI2856854,4,Aves
EPI2647337,2,Anseriformes
EPI2709536,2,Anseriformes
EPI2710508,2,Anseriformes
EPI2311479,0,Accipitriformes
EPI2779986,C,Passeriformes
EPI2176479,0,Accipitriformes
EPI3441920,6,Artiodactyla
EPI2408710,2,Anseriformes
EPI3391828,4,Aves
EPI2029350,4,Aves
EPI2428186,4,Aves
EPI2770807,3,Animal
EPI2800321,A,Galliformes
EPI2232754,A,Galliformes
EPI2300444,A,Galliformes
EPI2291542,4,Aves
EPI3316487,4,Aves
EPI3320733,4,Aves
EPI2050752,4,Aves
EPI1930019,2,Anseriformes
EPI3640755,2,Anseriformes
EPI2140131,A,Galliformes
EPI2856330,4,Aves
EPI3637525,2,Anseriformes
EPI2773664,4,Aves
EPI2584339,M,mammal
EPI2017167,2,Anseriformes
EPI2885038,A,Galliformes
EPI2691625,4,Aves
EPI2666736,4,Aves
EPI2649357,8,Carnivora
EPI2540248,A,Galliformes
EPI3260310,2,Anseriformes
EPI2751316,A,Galliformes
EPI3615088,6,Artiodactyla
EPI2751700,A,Galliformes
EPI2703042,4,Aves
EPI3115097,2,Anseriformes
EPI2464386,4,Aves
EPI2648146,A,Galliformes
EPI3609567,0,Accipitriformes
EPI356667,2,Anseriformes
EPI2028753,2,Anseriformes
EPI3323285,4,Aves
EPI3416669,4,Aves
EPI2743474,2,Anseriformes
EPI2314325,2,Anseriformes
EPI3622157,2,Anseriformes
EPI2708983,0,Accipitriformes
EPI2751060,A,Galliformes
EPI2070233,2,Anseriformes
EPI3093175,2,Anseriformes
EPI3308808,4,Aves
EPI2589790,5,Charadriiformes
EPI2247180,A,Galliformes
EPI2100247,4,Aves
EPI3522895,6,Artiodactyla
EPI3260947,4,Aves
EPI3316615,4,Aves
EPI2071592,2,Anseriformes
EPI2416456,4,Aves
EPI2743546,2,Anseriformes
EPI2246192,4,Aves
EPI2764270,2,Anseriformes
EPI3308066,4,Aves
EPI2745220,M,mammal
EPI2198356,A,Galliformes
EPI3017750,A,Galliformes
EPI2742635,4,Aves
EPI2473784,M,mammal
EPI2246432,4,Aves
EPI3309496,4,Aves
EPI2856891,4,Aves
EPI3308296,4,Aves
EPI2071376,A,Galliformes
EPI2278065,4,Aves
EPI2576574,5,Charadriiformes
EPI1923236,4,Aves
EPI3320597,4,Aves
EPI2526513,2,Anseriformes
EPI2102522,A,Galliformes
EPI2709362,4,Aves
EPI2072360,A,Galliformes
EPI2062295,0,Accipitriformes
EPI2175997,N,Struthioniformes
EPI3315919,4,Aves
EPI2056421,A,Galliformes
EPI3462908,4,Aves
EPI3596906,2,Anseriformes
EPI3054379,2,Anseriformes
EPI2553188,4,Aves
EPI2635271,4,Aves
EPI2800385,4,Aves
EPI2560071,2,Anseriformes
EPI2071688,2,Anseriformes
EPI3298836,4,Aves
EPI3302434,4,Aves
EPI2709512,2,Anseriformes
EPI3315208,4,Aves
EPI2311455,5,Charadriiformes
EPI3261275,6,Artiodactyla
EPI2053680,4,Aves
EPI3303034,4,Aves
EPI3307610,4,Aves
EPI2428905,4,Aves
EPI2870306,4,Aves
EPI2277873,4,Aves
EPI2129919,2,Anseriformes
EPI2067315,4,Aves
EPI2777572,2,Anseriformes
EPI3306999,4,Aves
EPI2841690,5,Charadriiformes
EPI2616222,8,Carnivora
EPI2689438,2,Anseriformes
EPI690392,2,Anseriformes
EPI3309608,4,Aves
EPI2557247,4,Aves
EPI3320925,4,Aves
EPI2259103,4,Aves
EPI3062867,A,Galliformes
EPI2220114,Q,Sphenisciformes
EPI2701783,M,mammal
EPI3591100,H,Falconiformes
EPI2536815,M,mammal
EPI2574102,4,Aves
EPI2998411,A,Galliformes
EPI2861376,2,Anseriformes
EPI2648243,4,Aves
EPI2526497,5,Charadriiformes
EPI2135009,0,Accipitriformes
EPI2071928,2,Anseriformes
EPI2428531,4,Aves
EPI2291611,4,Aves
EPI2141417,A,Galliformes
EPI2029842,2,Anseriformes
EPI2071280,A,Galliformes
EPI1941458,2,Anseriformes
EPI120010,J,Primates
EPI472216,A,Galliformes
EPI3462929,6,Artiodactyla
EPI2428649,4,Aves
EPI2614094,4,Aves
EPI2306637,A,Galliformes
EPI2576590,5,Charadriiformes
EPI3276855,5,Charadriiformes
EPI2780634,4,Aves
EPI2505961,4,Aves
EPI2139432,A,Galliformes
EPI3323920,2,Anseriformes
EPI2274958,M,mammal
EPI2429016,4,Aves
EPI2150886,E,Columbiformes
EPI2181772,4,Aves
EPI3543790,4,Aves
EPI3276862,5,Charadriiformes
EPI2008637,4,Aves
EPI2899686,4,Aves
EPI2429046,4,Aves
EPI2263714,4,Aves
EPI2306917,A,Galliformes
EPI2456369,?,Galliformes
EPI3631130,6,Artiodactyla
EPI2711110,2,Anseriformes
EPI2944548,5,Charadriiformes
EPI1998001,4,Aves
EPI3222974,2,Anseriformes
EPI2603364,4,Aves
EPI2185399,4,Aves
EPI2703830,4,Aves
EPI2429240,4,Aves
EPI2608636,8,Carnivora
EPI2703192,2,Anseriformes
EPI2622937,4,Aves
EPI3312274,4,Aves
EPI2747746,A,Galliformes
EPI2232706,A,Galliformes
EPI1938836,4,Aves
EPI3324559,2,Anseriformes
EPI3493924,4,Aves
EPI2475273,4,Aves
EPI2638634,4,Aves
EPI2841829,F,Environment
EPI2506005,4,Aves
EPI2712733,4,Aves
EPI2616214,8,Carnivora
EPI3597163,2,Anseriformes
EPI2042027,4,Aves
EPI2162140,2,Anseriformes
EPI3543436,6,Artiodactyla
EPI3604081,6,Artiodactyla
EPI2495665,2,Anseriformes
EPI3528106,4,Aves
EPI3488159,6,Artiodactyla
EPI3442105,6,Artiodactyla
EPI3630948,6,Artiodactyla
EPI3261707,6,Artiodactyla
EPI3033038,2,Anseriformes
EPI2744786,5,Charadriiformes
EPI2758655,5,Charadriiformes
EPI3543486,6,Artiodactyla
EPI2162143,A,Galliformes
EPI2247260,4,Aves
EPI2513407,M,mammal
EPI2088887,4,Aves
EPI2132658,A,Galliformes
EPI3309352,4,Aves
EPI3313682,4,Aves
EPI2587286,4,Aves
EPI2780690,4,Aves
EPI2780730,4,Aves
EPI2506402,A,Galliformes
EPI2071192,H,Falconiformes
EPI2198884,4,Aves
EPI3648363,6,Artiodactyla
EPI2260678,4,Aves
EPI1925372,A,Galliformes
EPI2429224,4,Aves
EPI3377208,2,Anseriformes
EPI2577972,5,Charadriiformes
EPI2198204,2,Anseriformes
EPI2236256,M,mammal
EPI2014985,2,Anseriformes
EPI2310210,5,Charadriiformes
EPI3032775,A,Galliformes
EPI3575250,6,Artiodactyla
EPI2971838,2,Anseriformes
EPI2648246,4,Aves
EPI2198140,A,Galliformes
EPI2885118,A,Galliformes
EPI2198724,2,Anseriformes
EPI3609424,2,Anseriformes
EPI2713035,4,Aves
EPI1957921,2,Anseriformes
EPI2028974,R,Podicipediformes
EPI1965261,0,Accipitriformes
EPI2760812,4,Aves
EPI2068343,4,Aves
EPI2921503,5,Charadriiformes
EPI3316087,4,Aves
EPI2652434,2,Anseriformes
EPI2102633,4,Aves
EPI2167247,4,Aves
EPI2352633,2,Anseriformes
EPI2691315,5,Charadriiformes
EPI2196504,4,Aves
EPI2318000,A,Galliformes
EPI2244202,5,Charadriiformes
EPI2770759,3,Animal
EPI2635205,4,Aves
EPI1930826,A,Galliformes
EPI2704230,A,Galliformes
EPI3324051,5,Charadriiformes
EPI3323150,2,Anseriformes
